,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
0,nwe,kan,27,42,69,-15,-8.0
1,chi,atl,17,23,40,-6,6.5
2,buf,nyj,21,12,33,9,-7.0
3,cin,rav,0,20,20,-20,-2.5
4,cle,pit,18,21,39,-3,10.0
5,det,crd,35,23,58,12,2.5
6,htx,jax,7,29,36,-22,-5.5
7,oti,rai,16,26,42,-10,-2.5
8,was,phi,17,30,47,-13,2.0
9,ram,clt,46,9,55,37,-3.5
10,sfo,car,3,23,26,-20,4.5
11,gnb,sea,17,9,26,8,-2.5
12,dal,nyg,19,3,22,16,-6.0
13,min,nor,29,19,48,10,-3.0
14,den,sdg,24,21,45,3,-3.0
15,cin,htx,9,13,22,-4,-5.0
16,car,buf,9,3,12,6,-6.5
17,tam,chi,29,7,36,22,-7.0
18,rav,cle,24,10,34,14,-7.5
19,clt,crd,13,16,29,-3,7.0
20,jax,oti,16,37,53,-21,1.0
21,kan,phi,27,20,47,7,-4.0
22,pit,min,26,9,35,17,-8.5
23,nor,nwe,20,36,56,-16,5.5
24,sdg,mia,17,19,36,-2,-3.5
25,rai,nyj,45,20,65,25,-14.0
26,den,dal,42,17,59,25,2.5
27,ram,was,20,27,47,-7,-3.0
28,sea,sfo,12,9,21,3,-13.5
29,atl,gnb,34,23,57,11,-3.0
30,nyg,det,10,24,34,-14,-3.0
31,sfo,ram,39,41,80,-2,3.0
32,jax,rav,44,7,51,37,3.0
33,nyj,mia,20,6,26,14,5.5
34,det,atl,26,30,56,-4,3.0
35,buf,den,26,16,42,10,3.5
36,car,nor,13,34,47,-21,-5.0
37,chi,pit,23,17,40,6,7.0
38,clt,cle,31,28,59,3,1.0
39,nwe,htx,36,33,69,3,-13.5
40,min,tam,34,17,51,17,0.0
41,phi,nyg,27,24,51,3,-5.0
42,oti,sea,33,27,60,6,-2.0
43,gnb,cin,27,24,51,3,-7.0
44,sdg,kan,10,24,34,-14,3.0
45,was,rai,27,10,37,17,3.5
46,crd,dal,17,28,45,-11,3.0
47,gnb,chi,35,14,49,21,-7.5
48,mia,nor,0,20,20,-20,4.0
49,atl,buf,17,23,40,-6,-8.0
50,nwe,car,30,33,63,-3,-9.0
51,cle,cin,7,31,38,-24,3.0
52,dal,ram,30,35,65,-5,-5.0
53,min,det,7,14,21,-7,-2.5
54,htx,oti,57,14,71,43,2.5
55,nyj,jax,23,20,43,3,4.0
56,rav,pit,9,26,35,-17,3.5
57,crd,sfo,18,15,33,3,-6.0
58,tam,nyg,25,23,48,2,-2.5
59,sdg,phi,24,26,50,-2,-2.0
60,den,rai,16,10,26,6,-3.5
61,sea,clt,46,18,64,28,-12.5
62,kan,was,29,20,49,9,-6.5
63,tam,nwe,14,19,33,-5,3.5
64,mia,oti,16,10,26,6,0.0
65,cin,buf,20,16,36,4,-3.0
66,det,car,24,27,51,-3,-2.0
67,cle,nyj,14,17,31,-3,1.5
68,clt,sfo,26,23,49,3,-1.0
69,phi,crd,34,7,41,27,-6.0
70,pit,jax,9,30,39,-21,-7.5
71,nyg,sdg,22,27,49,-5,-3.0
72,rai,rav,17,30,47,-13,-3.0
73,ram,sea,10,16,26,-6,-2.0
74,dal,gnb,31,35,66,-4,-2.5
75,htx,kan,34,42,76,-8,2.0
76,chi,min,17,20,37,-3,3.5
77,car,phi,23,28,51,-5,-3.0
78,atl,mia,17,20,37,-3,-14.0
79,rav,chi,24,27,51,-3,-5.5
80,htx,cle,33,17,50,16,-7.5
81,nor,det,52,38,90,14,-6.0
82,min,gnb,23,10,33,13,3.0
83,nyj,nwe,17,24,41,-7,9.0
84,was,sfo,26,24,50,2,-12.0
85,crd,tam,38,33,71,5,2.5
86,jax,ram,17,27,44,-10,-1.0
87,kan,pit,13,19,32,-6,-3.5
88,rai,sdg,16,17,33,-1,-3.0
89,den,nyg,10,23,33,-13,-13.5
90,oti,clt,36,22,58,14,-7.0
91,rai,kan,31,30,61,1,3.0
92,buf,tam,30,27,57,3,-3.0
93,mia,nyj,31,28,59,3,-3.0
94,chi,car,17,3,20,14,2.5
95,cle,oti,9,12,21,-3,5.5
96,clt,jax,0,27,27,-27,3.0
97,ram,crd,33,0,33,33,-3.0
98,gnb,nor,17,26,43,-9,3.5
99,min,rav,24,16,40,8,-5.0
100,sfo,dal,10,40,50,-30,6.5
101,pit,cin,29,14,43,15,-4.0
102,sdg,den,21,0,21,21,1.0
103,nyg,sea,7,24,31,-17,4.0
104,nwe,atl,23,7,30,16,-3.0
105,phi,was,34,24,58,10,-5.0
106,rav,mia,40,0,40,40,-3.0
107,cle,min,16,33,49,-17,11.0
108,nyj,atl,20,25,45,-5,6.5
109,buf,rai,34,14,48,20,-2.0
110,cin,clt,24,23,47,1,-11.0
111,tam,car,3,17,20,-14,-1.5
112,nor,chi,20,12,32,8,-7.5
113,nwe,sdg,21,13,34,8,-6.5
114,phi,sfo,33,10,43,23,-13.0
115,sea,htx,41,38,79,3,-6.0
116,was,dal,19,33,52,-14,3.0
117,det,pit,15,20,35,-5,3.0
118,kan,den,29,19,48,10,-7.0
119,nyj,buf,34,21,55,13,3.0
120,car,atl,20,17,37,3,3.0
121,jax,cin,23,7,30,16,-6.0
122,phi,den,51,23,74,28,-7.0
123,nor,tam,30,10,40,20,-7.0
124,nyg,ram,17,51,68,-34,5.5
125,oti,rav,23,20,43,3,-3.0
126,htx,clt,14,20,34,-6,-6.0
127,sfo,crd,10,20,30,-10,2.5
128,sea,was,14,17,31,-3,-8.0
129,dal,kan,28,17,45,11,-2.5
130,mia,rai,24,27,51,-3,3.0
131,gnb,det,17,30,47,-13,2.5
132,crd,sea,16,22,38,-6,6.0
133,buf,nor,10,47,57,-37,2.0
134,chi,gnb,16,23,39,-7,-4.5
135,oti,cin,24,20,44,4,-4.5
136,det,cle,38,24,62,14,-10.5
137,jax,sdg,20,17,37,3,-5.0
138,was,min,30,38,68,-8,1.0
139,clt,pit,17,20,37,-3,10.5
140,tam,nyj,15,10,25,5,-1.0
141,ram,htx,33,7,40,26,-12.0
142,atl,dal,27,7,34,20,-3.5
143,sfo,nyg,31,21,52,10,3.0
144,den,nwe,16,41,57,-25,7.0
145,car,mia,45,21,66,24,-8.0
146,pit,oti,40,17,57,23,-7.0
147,chi,det,24,27,51,-3,3.0
148,cle,jax,7,19,26,-12,7.5
149,htx,crd,31,21,52,10,-2.5
150,gnb,rav,0,23,23,-23,2.5
151,nyg,kan,12,9,21,3,10.0
152,mia,tam,20,30,50,-10,1.0
153,min,ram,24,7,31,17,-1.0
154,nor,was,34,31,65,3,-9.5
155,sdg,buf,54,24,78,30,-7.0
156,den,cin,17,20,37,-3,-2.5
157,rai,nwe,8,33,41,-25,7.0
158,dal,phi,9,37,46,-28,6.0
159,sea,atl,31,34,65,-3,1.0
160,det,min,23,30,53,-7,2.5
161,dal,sdg,6,28,34,-22,1.0
162,was,nyg,20,10,30,10,-7.0
163,atl,tam,34,20,54,14,-10.5
164,kan,buf,10,16,26,-6,-8.5
165,nyj,car,27,35,62,-8,5.5
166,phi,chi,31,3,34,28,-14.0
167,cin,cle,30,16,46,14,-7.5
168,clt,oti,16,20,36,-4,3.0
169,nwe,mia,35,17,52,18,-17.0
170,sfo,sea,13,24,37,-11,7.0
171,crd,jax,27,24,51,3,6.0
172,rai,den,21,14,35,7,-3.5
173,ram,nor,26,20,46,6,-2.5
174,pit,gnb,31,28,59,3,-14.0
175,rav,htx,23,16,39,7,-7.5
176,dal,was,38,14,52,24,1.5
177,atl,min,9,14,23,-5,-2.0
178,buf,nwe,3,23,26,-20,7.5
179,chi,sfo,14,15,29,-1,-2.5
180,jax,clt,30,10,40,20,-10.0
181,mia,den,35,9,44,26,1.0
182,rav,det,44,20,64,24,-2.5
183,gnb,tam,26,20,46,6,-3.0
184,oti,htx,24,13,37,11,-7.0
185,nyj,kan,38,31,69,7,4.0
186,sdg,cle,19,10,29,9,-13.5
187,nor,car,31,21,52,10,-5.5
188,crd,ram,16,32,48,-16,7.5
189,rai,nyg,24,17,41,7,-10.0
190,sea,phi,24,10,34,14,3.5
191,cin,pit,20,23,43,-3,4.5
192,atl,nor,20,17,37,3,-2.5
193,buf,clt,13,7,20,6,-3.5
194,car,min,31,24,55,7,2.5
195,cin,chi,7,33,40,-26,-6.0
196,cle,gnb,21,27,48,-6,2.5
197,nyg,dal,10,30,40,-20,4.0
198,tam,det,21,24,45,-3,0.0
199,htx,sfo,16,26,42,-10,-1.0
200,kan,rai,26,15,41,11,-4.5
201,crd,oti,12,7,19,5,2.5
202,den,nyj,23,0,23,23,1.0
203,sdg,was,30,13,43,17,-6.0
204,jax,sea,30,24,54,6,-3.0
205,ram,phi,35,43,78,-8,-1.0
206,pit,rav,39,38,77,1,-6.0
207,mia,nwe,27,20,47,7,10.5
208,clt,den,13,25,38,-12,3.0
209,det,chi,20,10,30,10,-5.0
210,kan,sdg,30,13,43,17,-1.0
211,buf,mia,24,16,40,8,-3.5
212,car,gnb,31,24,55,7,-3.0
213,min,cin,34,7,41,27,-12.5
214,cle,rav,10,27,37,-17,6.5
215,was,crd,20,15,35,5,-4.0
216,jax,htx,45,7,52,38,-10.5
217,nor,nyj,31,19,50,12,-16.5
218,nyg,phi,29,34,63,-5,7.5
219,sea,ram,7,42,49,-35,1.0
220,pit,nwe,24,27,51,-3,2.5
221,sfo,oti,25,23,48,2,-2.5
222,rai,dal,17,20,37,-3,3.0
223,tam,atl,21,24,45,-3,7.0
224,rav,clt,23,16,39,7,-13.5
225,gnb,min,0,16,16,-16,8.5
226,nor,atl,23,13,36,10,-5.5
227,nwe,buf,37,16,53,21,-11.0
228,car,tam,22,19,41,3,-10.0
229,chi,cle,20,3,23,17,-5.5
230,cin,det,26,17,43,9,3.5
231,was,den,27,11,38,16,-3.0
232,kan,mia,29,13,42,16,-11.0
233,nyj,sdg,7,14,21,-7,7.5
234,oti,ram,23,27,50,-4,5.5
235,sfo,jax,44,33,77,11,4.0
236,crd,nyg,23,0,23,23,-3.0
237,dal,sea,12,21,33,-9,-4.5
238,htx,pit,6,34,40,-28,8.0
239,phi,rai,19,10,29,9,-10.0
240,min,chi,23,10,33,13,-13.5
241,pit,cle,28,24,52,4,-5.0
242,clt,htx,22,13,35,9,-5.5
243,phi,dal,0,6,6,-6,3.5
244,det,gnb,35,11,46,24,-7.5
245,nwe,nyj,26,6,32,20,-17.0
246,nyg,was,18,10,28,8,4.5
247,atl,car,22,10,32,12,-5.0
248,mia,buf,16,22,38,-6,2.5
249,rav,cin,27,31,58,-4,-8.0
250,sea,crd,24,26,50,-2,-8.0
251,den,kan,24,27,51,-3,-3.0
252,oti,jax,15,10,25,5,-2.5
253,tam,nor,31,24,55,7,6.0
254,sdg,rai,30,10,40,20,-7.0
255,ram,sfo,13,34,47,-21,6.0
